channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,parentId
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,kompak banget,kompak banget,@vallenayulianti7087,https://yt3.ggpht.com/ytc/AIdro_nVG5trOBub4FKPni5L533YgZHYBbGnjGf7-xoZ9fbfflfgx4NrlPNIxNgu90DRzF6btQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@vallenayulianti7087,{'value': 'UCAVKaEbwpokGijoaJuUj47A'},True,none,0,2023-06-03T11:40:08Z,2023-06-03T11:40:08Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,Konten yg membagongkan,Konten yg membagongkan,@user-kp8zf7ql4b,https://yt3.ggpht.com/VZRFhFu_nz0rTopcT5dQpG3P9JJa350oYvTXSCrW9nl0sV4uGQev-NJuLEZE8WgQW_VlVx6htg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-kp8zf7ql4b,{'value': 'UCXcQshjVOswrORee7tF5LHA'},True,none,0,2023-06-03T04:49:47Z,2023-06-03T04:49:47Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,Pakai baju tradisonal mbaak,Pakai baju tradisonal mbaak,@bobon03,https://yt3.ggpht.com/ytc/AIdro_kqgl0CiiIBprK-Q2dMCryZGMGngF8JWd-oNmHi6vU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@bobon03,{'value': 'UCAx8PpaySOP__1qrWO_44ww'},True,none,0,2023-06-01T01:13:56Z,2023-06-01T01:13:56Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,Laaa ini kok sepi<br>Aq 3x kesana penuh sesak😅,"Laaa ini kok sepi
Aq 3x kesana penuh sesak😅",@lbklikabomantarakucur9437,https://yt3.ggpht.com/ytc/AIdro_ml8hxESjAXnpL-DrXCjTIvIu9mn99xMxZ7VxODBlw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@lbklikabomantarakucur9437,{'value': 'UCBAFcJZfn1150BqIoaWT6ig'},True,none,0,2023-05-31T16:54:03Z,2023-05-31T16:54:03Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,Mantap mb mas bikin happy...,Mantap mb mas bikin happy...,@nurlaili463,https://yt3.ggpht.com/ytc/AIdro_mmONcMBhu90CwIgjkzM3nVqMz02Tpzv1gwpHxjgmM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nurlaili463,{'value': 'UClMVgU5Bcl-urRSCA4r7kMg'},True,none,0,2023-05-31T12:45:09Z,2023-05-31T12:45:09Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,Aku ke Malioboro kemarin tapi ada tapi nya,Aku ke Malioboro kemarin tapi ada tapi nya,@ARIFKEPEX,https://yt3.ggpht.com/iBwgXQ4jv0nvCtm48RJefFbJZijvrEnWJYcfgUO4y6Z4aZwG1g9xyZhLTEabaNzXTkeoeG5moyU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ARIFKEPEX,{'value': 'UCX9bZoVmFYV8I80vJbS1hfw'},True,none,0,2023-05-31T05:32:42Z,2023-05-31T05:32:42Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,semangat kk,semangat kk,@abypajr5324,https://yt3.ggpht.com/o3T6n8603xXwZteXryD7g-xHoSb-5tSJfE-VZ2QcRYiU0qSbN3w6Ul8P6ak_tjIpSInpDiAXBA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@abypajr5324,{'value': 'UCZ5fZF0rzaM3AKsmt7U1Dbg'},True,none,0,2023-05-30T15:00:02Z,2023-05-30T15:00:02Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,Ayo...,Ayo...,@manukancell8807,https://yt3.ggpht.com/ytc/AIdro_lPAu5LcUW1h_9K92DDPIFAt7oKeKn1gaScOAfzdeLy0FyHMrhcwYmEo-u21qNz3kJRkA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@manukancell8807,{'value': 'UCzgMAwHH9UNBvzeYkRhx4dQ'},True,none,0,2023-05-30T13:02:37Z,2023-05-30T13:02:37Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,Goood yang cewe lemes bgt badane,Goood yang cewe lemes bgt badane,@yudytemboong069,https://yt3.ggpht.com/lZn_TolPdHu7Q2-pQ2DjD5Dx-uwz61o6EkzX0-fTpEXnm_6kyq4xAJ6TvpHBEFU8MfMqMEZV=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@yudytemboong069,{'value': 'UC9VW4tzFWutcO-fCayGmD6g'},True,none,0,2023-05-30T12:23:21Z,2023-05-30T12:23:21Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,Kayu tangan malang jg asik,Kayu tangan malang jg asik,@giehartono2737,https://yt3.ggpht.com/ytc/AIdro_m6kv1yheOwIflGPaVwL2l3K86Wpx3Nht8F4PaXOHVNXao=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@giehartono2737,{'value': 'UClkLSUBYyKN_2tDJILB8DbA'},True,none,0,2023-05-30T12:12:52Z,2023-05-30T12:12:52Z,
UCtzmp_fZECtymEqRBIupM-w,I8hSL-t4G9s,Kangen nongki makan angkringan dan kopi joss di marlioboro,Kangen nongki makan angkringan dan kopi joss di marlioboro,@saritinasih3820,https://yt3.ggpht.com/ytc/AIdro_nWhWGGemnpGzyDBTMjhIV2peeOuGJelsHTLvRJPW4R8pw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@saritinasih3820,{'value': 'UCNuoTIIUKJ065uTbzO-V2cw'},True,none,0,2023-05-30T12:06:37Z,2023-05-30T12:06:37Z,
